EJECUCIÓN PRESUPUESTAL A OCTUBRE DE 2016;;;;;
SECRETARÍA DE HACIENDA;;;;;
MUNICIPIO DE MEDELLÍN;;;;;
DEPENDENCIA;FONDO;PROYECTO;NOMBRE DEL PROYECTO;PRESUPUESTO DEFINITIVO;PRESUPUESTO EJECUTADO
Secretaría Hacienda;148090116 ;130419 ; Estructuración de Proyectos A;3.000.000.000;3.000.000.000
Secretaría Hacienda;150000116 ;120066 ; Organiz registro control docu;11.386.271;11.386.271
Secretaría Hacienda;160000115 ;120144 ; Administración Financiera exc;15.040.010;15.040.010
Secretaría General;110000116 ;120368 ; Gerencia Jurídica en el Munic;858.040.930;852.117.221
Secretaría General;110090116 ;120368 ; Gerencia Jurídica en el Munic;1.580.708.757;1.541.201.335
Secretaría General;150000116 ;120368 ; Gerencia Jurídica en el Munic;16.959.064;16.959.064
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120372 ; Gestión de servicios;1.071.850.793;1.029.880.584
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120012 ; Fortal cultura tecnol de las ;9.111.110.339;6.378.221.249
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120225 ; Gestión integral del talento ;3.462.718.744;2.975.165.948
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120194 ; Modernización sistema integra;539.638.916;380.011.787
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120226 ; Modern e Integr de la gestión;477.128.074;344.781.994
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120371 ; Fortalecimiento de los mascer;1.038.565.944;777.148.484
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110000116 ;120231 ; Soluciones de vivienda para s;15.726.679.493;9.866.683.307
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110012114 ;120012 ; Fortal cultura tecnol de las ;1;0
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110012310 ;120012 ; Fortal cultura tecnol de las ;763.896;0
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110015814 ;120231 ; Soluciones de vivienda para s;6.470.487.685;6.470.487.685
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110015815 ;120231 ; Soluciones de vivienda para s;11.170.005.040;1.877.311.851
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110015816 ;120231 ; Soluciones de vivienda para s;9.323.810.718;93.000.000
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110070115 ;120012 ; Fortal cultura tecnol de las ;0;0
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110070116 ;120372 ; Gestión de servicios;1.000.000.000;1.000.000.000
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110070116 ;120012 ; Fortal cultura tecnol de las ;9.148.564.565;8.863.060.138
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110090115 ;120372 ; Gestión de servicios;0;0
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110090115 ;120012 ; Fortal cultura tecnol de las ;120.845.541;0
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110090116 ;120012 ; Fortal cultura tecnol de las ;5.863.384.262;5.374.229.803
Secretaría de Gestión Humana y Servicio a la Ciudadanía;110090116 ;120226 ; Modern e Integr de la gestión;0;0
Secretaría de Gestión Humana y Servicio a la Ciudadanía;111070116 ;120012 ; Fortal cultura tecnol de las ;15.873.686;15.873.686
Secretaría de Gestión Humana y Servicio a la Ciudadanía;150000116 ;120225 ; Gestión integral del talento ;541.031.256;541.031.256
Secretaría de Gestión Humana y Servicio a la Ciudadanía;150070114 ;120012 ; Fortal cultura tecnol de las ;606.025;606.025
Secretaría de Gestión Humana y Servicio a la Ciudadanía;150070115 ;120012 ; Fortal cultura tecnol de las ;633.206.205;633.206.205
Secretaría de Gestión Humana y Servicio a la Ciudadanía;150070116 ;120012 ; Fortal cultura tecnol de las ;3.062.452.595;3.062.452.595
Secretaría de Gestión Humana y Servicio a la Ciudadanía;150090115 ;120012 ; Fortal cultura tecnol de las ;70.351.113;70.351.113
Secretaría de Suministros y Servicios;110000116 ;120292 ; Inv. Obligaciones Urbanística;0;0
Secretaría de Suministros y Servicios;110000116 ;130293 ; Adquisición y adecuación sede;164.415.887;164.060.338
Secretaría de Suministros y Servicios;110000116 ;120228 ; Mantenimiento del Centro Admi;1.853.097.618;1.407.298.269
Secretaría de Suministros y Servicios;110000116 ;120229 ; Mmto sedes administrativas mu;2.747.558.679;2.680.635.930
Secretaría de Suministros y Servicios;110000116 ;120011 ; Renovación Parque automotor;2.578.581.677;680.000.000
Secretaría de Suministros y Servicios;110000116 ;120230 ; Bien Mueb prestac servicios c;276.631.120;191.915.815
Secretaría de Suministros y Servicios;110000116 ;120233 ; Admón y Conserv del Inventari;1.288.353.371;1.288.353.371
Secretaría de Suministros y Servicios;110000116 ;120234 ; Transparencia en la gestión d;2.650.319.732;2.424.157.066
Secretaría de Suministros y Servicios;110000116 ;150303 ; Gestión de bienes de uso públ;0;0
Secretaría de Suministros y Servicios;110010412 ;080304 ; ADQUISICIÓN DE BIENES INMUEBL;1;0
Secretaría de Suministros y Servicios;110010511 ;120292 ; Inv. Obligaciones Urbanística;681.460.324;0
Secretaría de Suministros y Servicios;110010514 ;120292 ; Inv. Obligaciones Urbanística;191.008.435;0
Secretaría de Suministros y Servicios;110010515 ;120292 ; Inv. Obligaciones Urbanística;234.505.472;166.560.717
Secretaría de Suministros y Servicios;110012015 ;120292 ; Inv. Obligaciones Urbanística;254.686.178;0
Secretaría de Suministros y Servicios;110013814 ;120292 ; Inv. Obligaciones Urbanística;485.554.877;0
Secretaría de Suministros y Servicios;110013815 ;120292 ; Inv. Obligaciones Urbanística;2.920.944.328;0
Secretaría de Suministros y Servicios;110013914 ;120292 ; Inv. Obligaciones Urbanística;369.123.408;0
Secretaría de Suministros y Servicios;110013915 ;120292 ; Inv. Obligaciones Urbanística;786.950.133;0
Secretaría de Suministros y Servicios;110019415 ;120292 ; Inv. Obligaciones Urbanística;2.418.594.318;0
Secretaría de Suministros y Servicios;110019416 ;120292 ; Inv. Obligaciones Urbanística;19.160.475.181;0
Secretaría de Suministros y Servicios;110019515 ;120292 ; Inv. Obligaciones Urbanística;43.355.800;0
Secretaría de Suministros y Servicios;110019516 ;120292 ; Inv. Obligaciones Urbanística;2.033.797.616;0
Secretaría de Suministros y Servicios;110019716 ;120292 ; Inv. Obligaciones Urbanística;1;0
Secretaría de Suministros y Servicios;110019816 ;120292 ; Inv. Obligaciones Urbanística;579.145.310;0
Secretaría de Suministros y Servicios;110070116 ;120011 ; Renovación Parque automotor;0;0
Secretaría de Suministros y Servicios;150000116 ;120228 ; Mantenimiento del Centro Admi;369.053.143;369.053.143
Secretaría de Suministros y Servicios;150000116 ;120229 ; Mmto sedes administrativas mu;181.463.519;181.463.519
Secretaría de Suministros y Servicios;150000116 ;120230 ; Bien Mueb prestac servicios c;18.368.881;18.368.881
Secretaría de Suministros y Servicios;150010511 ;120292 ; Inv. Obligaciones Urbanística;91.824.047;91.824.047
Secretaría de Suministros y Servicios;150010512 ;120292 ; Inv. Obligaciones Urbanística;13.000.000;13.000.000
Secretaría de Suministros y Servicios;150070115 ;120229 ; Mmto sedes administrativas mu;292.972.735;292.972.735
Secretaría de Suministros y Servicios;160000115 ;120228 ; Mantenimiento del Centro Admi;59.020;59.020
Secretaría Educación;110000116 ;080464 ; COMPETENCIAS EN SEGUNDAS LENG;500.000.000;500.000.000
Secretaría Educación;110000116 ;130345 ; JVE-60 Constr 2 Et IE Huerta ;518.753.688;518.753.688
Secretaría Educación;110000116 ;080011 ; Construc repos y termin de nu;7.549.221.820;7.549.221.820
Secretaría Educación;110000116 ;150127 ; 16PP5-MTTO Y/O ADECUACIÓN INF;500.000.000;0
Secretaría Educación;110000116 ;150134 ; 16PP14-ADEC MTTO ESPAC DEPOR ;40.000.000;0
Secretaría Educación;110000116 ;150136 ; 16PP16-MANTENIMIENTO ADECUACI;300.115.001;0
Secretaría Educación;110000116 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;0;0
Secretaría Educación;110000116 ;150174 ; 16PP80-FORTALECIMIENTO CAPACI;150.000.000;0
Secretaría Educación;110000116 ;080522 ; FORTALECIMIENTO TECNOLOGIAS D;5.997.436.533;2.328.009.765
Secretaría Educación;110000116 ;080554 ; DOTAC MEJORES AMBIENTES DE AP;1.100.000.000;0
Secretaría Educación;110000116 ;150306 ; Gestión transporte escolar al;215.000.000;15.000.000
Secretaría Educación;110000116 ;150124 ; 16PP1-MEJORAMIENTO  CALIDAD E;147.000.000;147.000.000
Secretaría Educación;110000116 ;150125 ; 16PP2-EDUCACIÓN PERTINENCIA Y;467.725.117;364.996.265
Secretaría Educación;110000116 ;150126 ; 16PP3-EDUCACIÓN CALIDAD TODAS;350.000.000;344.981.664
Secretaría Educación;110000116 ;150128 ; 16PP8-PROMOCIÓN Y APOYO PROCE;400.000.000;369.977.328
Secretaría Educación;110000116 ;150129 ; 16PP10-ESTRATEGIAS ACCESO PER;350.000.000;349.997.100
Secretaría Educación;110000116 ;150130 ; 16PP11-EDUCACIÓN CALIDAD HABI;130.000.000;129.996.260
Secretaría Educación;110000116 ;150131 ; 16PP12-EDUCACIÓN CALIDAD HABI;132.000.000;125.985.873
Secretaría Educación;110000116 ;150132 ; 16PP13-EDUCACIÓN CALIDAD HABI;10.000.000;0
Secretaría Educación;110000116 ;150135 ; 16PP14-CAPACITACIÓN LENGUA EX;40.000.000;39.998.304
Secretaría Educación;110000116 ;150173 ; 16PP15-CALIDAD EDUCATIVA EN G;160.000.000;159.996.000
Secretaría Educación;110000116 ;150137 ; 16PP70-UNIV GRATU EDUCA BÁSI ;128.000.000;127.998.824
Secretaría Educación;110000116 ;080558 ; OLIMPIADAS DEL CONOCIMIENTO;814.000.000;758.163.829
Secretaría Educación;110000116 ;080559 ; PREMIOS CIUDAD MEDELLIN A CAL;500.000.000;500.000.000
Secretaría Educación;110000116 ;120348 ; Formación de Estudiantes;2.353.458.650;1.798.147.000
Secretaría Educación;110000116 ;080480 ; DLLO PERSONAL Y BIENESTAR LAB;710.326.657;661.296.430
Secretaría Educación;110000116 ;080075 ; LABORATORIO DE LA CALIDAD DE ;200.000.000;200.000.000
Secretaría Educación;110000116 ;080422 ; CONSULTORIA, ESTUD Y DISEÑO E;432.024.492;14.187.380
Secretaría Educación;110000116 ;080271 ; FORMACION DE DOCENTES DIFEREN;47.500.000;47.500.000
Secretaría Educación;110000116 ;150302 ; Dotación operación Centro Inn;832.132.170;832.132.170
Secretaría Educación;110000116 ;080550 ; FORTALEC INSTIT, ASESOR PEDAG;618.898.108;366.751.800
Secretaría Educación;110000116 ;080167 ; PAGO PERSONAL DOCENTE SGP Y M;1.982.117.573;600.212.054
Secretaría Educación;110000116 ;080524 ; ARRENDAMIENTO DE INMUEBLES PA;3.893.559.487;3.893.559.487
Secretaría Educación;110000116 ;080357 ; FORTALECI INSTIT DESCENTRALIZ;1.945.144.554;1.930.144.554
Secretaría Educación;110000116 ;140089 ; ESCUELAS PARA LA VIDA;4.800.000.000;4.800.000.000
Secretaría Educación;110000116 ;080561 ; Dotación Jardines Infantiles ;450.000.000;0
Secretaría Educación;110000116 ;080545 ; GESTION DE BUEN COMIENZO;2.107.505.125;2.107.505.125
Secretaría Educación;110000116 ;080546 ; FORMACION DE AGENTES EDUCATIV;24.494.875;24.494.875
Secretaría Educación;110000116 ;150133 ; 16PP14-ATENCIÓN INTEGRAL NIÑO;220.000.000;219.958.189
Secretaría Educación;110000116 ;150138 ; 16PP90-MEJORAMIENTO CONTINUID;30.000.000;30.000.000
Secretaría Educación;110000116 ;080039 ; Articu Edu media con formació;829.988.983;447.773.114
Secretaría Educación;110000116 ;080300 ; ATENCION POBLAC NEE, DISCAPAC;5.352.235.185;5.139.177.025
Secretaría Educación;110000216 ;080011 ; Construc repos y termin de nu;0;0
Secretaría Educación;110000216 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;5.033.750.384;4.833.750.384
Secretaría Educación;110000812 ;090069 ; Educación inicial de 1 a 4 añ;733.595.909;0
Secretaría Educación;110000813 ;090069 ; Educación inicial de 1 a 4 añ;547.607.061;0
Secretaría Educación;110000814 ;090069 ; Educación inicial de 1 a 4 añ;1.985.639.560;0
Secretaría Educación;110000815 ;140177 ; ATENCIÓN DESDE LA GESTACIÓN H;1.235.292.725;0
Secretaría Educación;110000816 ;140177 ; ATENCIÓN DESDE LA GESTACIÓN H;46.557.718.642;42.925.279.493
Secretaría Educación;110000909 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;126.104.471;126.104.471
Secretaría Educación;110000912 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;158;0
Secretaría Educación;110000912 ;080480 ; DLLO PERSONAL Y BIENESTAR LAB;2;2
Secretaría Educación;110000912 ;080271 ; FORMACION DE DOCENTES DIFEREN;1;0
Secretaría Educación;110000913 ;080011 ; Construc repos y termin de nu;16.662.339;16.662.339
Secretaría Educación;110000913 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;580;0
Secretaría Educación;110000914 ;130702 ; JVE-C50 Ampliac y Adec Centro;1.772.849;0
Secretaría Educación;110000914 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;64.588.373;64.588.373
Secretaría Educación;110000914 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;1.206;0
Secretaría Educación;110000915 ;130702 ; JVE-C50 Ampliac y Adec Centro;859.229.173;0
Secretaría Educación;110000915 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;1.125.239;1.125.239
Secretaría Educación;110000915 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;300.395.901;300.395.901
Secretaría Educación;110000915 ;080424 ; SERVICIOS ESCOLARES COMPLEMEN;47.475.983;47.475.983
Secretaría Educación;110000916 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;1.499.999.999;1.405.477.999
Secretaría Educación;110000916 ;080522 ; FORTALECIMIENTO TECNOLOGIAS D;2.290.000.000;1.353.979.706
Secretaría Educación;110000916 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;5.390.386.648;5.321.040.310
Secretaría Educación;110000916 ;080424 ; SERVICIOS ESCOLARES COMPLEMEN;11.903.312.553;11.903.312.553
Secretaría Educación;110004014 ;130345 ; JVE-60 Constr 2 Et IE Huerta ;30.000;30.000
Secretaría Educación;110004014 ;130712 ; JVE-02- Mantenimiento de la i;26.147;0
Secretaría Educación;110004015 ;130345 ; JVE-60 Constr 2 Et IE Huerta ;395.684.583;395.684.583
Secretaría Educación;110004015 ;130702 ; JVE-C50 Ampliac y Adec Centro;900.000.000;0
Secretaría Educación;110004015 ;130351 ; JVE-80 Centro Infantil Buen C;1.100.000.000;0
Secretaría Educación;110004208 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;2.306.800;2.306.800
Secretaría Educación;110004209 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;779;0
Secretaría Educación;110004209 ;080424 ; SERVICIOS ESCOLARES COMPLEMEN;8.442.039;8.442.039
Secretaría Educación;110004209 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;1.079.936.357;1.074.095.757
Secretaría Educación;110004209 ;080531 ; CONTRATACION  PRESTACION SERV;456.000;0
Secretaría Educación;110004209 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004210 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;112;0
Secretaría Educación;110004210 ;080522 ; FORTALECIMIENTO TECNOLOGIAS D;1;1
Secretaría Educación;110004210 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;527.880.615;501.807.538
Secretaría Educación;110004210 ;080531 ; CONTRATACION  PRESTACION SERV;65.329.600;65.329.600
Secretaría Educación;110004210 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004211 ;080531 ; CONTRATACION  PRESTACION SERV;112.931.207;112.931.207
Secretaría Educación;110004211 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004212 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;36.236.645;26.393.715
Secretaría Educación;110004212 ;080531 ; CONTRATACION  PRESTACION SERV;186.424.982;186.424.982
Secretaría Educación;110004212 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004213 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;126;0
Secretaría Educación;110004213 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;137.105.742;40.607.268
Secretaría Educación;110004213 ;080531 ; CONTRATACION  PRESTACION SERV;583.214.153;574.392.226
Secretaría Educación;110004213 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004214 ;080522 ; FORTALECIMIENTO TECNOLOGIAS D;373.216;373.216
Secretaría Educación;110004214 ;080550 ; FORTALEC INSTIT, ASESOR PEDAG;0;0
Secretaría Educación;110004214 ;080142 ; APORTES PATRONALES DOCENTES D;698.104.843;0
Secretaría Educación;110004214 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;5.736.355.044;5.736.355.044
Secretaría Educación;110004214 ;080167 ; PAGO PERSONAL DOCENTE SGP Y M;2.054.296;0
Secretaría Educación;110004214 ;080537 ; APOYO ADMINISTRATIVO A INST E;3.296.936;3.296.936
Secretaría Educación;110004214 ;080357 ; FORTALECI INSTIT DESCENTRALIZ;21.218.452;0
Secretaría Educación;110004214 ;080531 ; CONTRATACION  PRESTACION SERV;462.442.713;420.404.678
Secretaría Educación;110004214 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004214 ;080300 ; ATENCION POBLAC NEE, DISCAPAC;39.641.614;39.641.614
Secretaría Educación;110004215 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;7.419.572;7.419.572
Secretaría Educación;110004215 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;125;0
Secretaría Educación;110004215 ;080522 ; FORTALECIMIENTO TECNOLOGIAS D;3.497.840.857;3.372.840.856
Secretaría Educación;110004215 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;0;0
Secretaría Educación;110004215 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;4.365.523.894;0
Secretaría Educación;110004215 ;080166 ; PAGO PERSONAL ADMINISTRATIVO ;100.275.408;100.275.408
Secretaría Educación;110004215 ;080167 ; PAGO PERSONAL DOCENTE SGP Y M;1.593.857.931;0
Secretaría Educación;110004215 ;080537 ; APOYO ADMINISTRATIVO A INST E;936.479.727;936.479.727
Secretaría Educación;110004215 ;080357 ; FORTALECI INSTIT DESCENTRALIZ;56.151.318;0
Secretaría Educación;110004215 ;080531 ; CONTRATACION  PRESTACION SERV;3.432.613.147;3.432.613.147
Secretaría Educación;110004215 ;080039 ; Articu Edu media con formació;90.076.308;90.076.308
Secretaría Educación;110004215 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;0;0
Secretaría Educación;110004215 ;080300 ; ATENCION POBLAC NEE, DISCAPAC;108.534.764;108.534.764
Secretaría Educación;110004216 ;080522 ; FORTALECIMIENTO TECNOLOGIAS D;1.896.965.944;1.870.736.966
Secretaría Educación;110004216 ;080554 ; DOTAC MEJORES AMBIENTES DE AP;1.916.745.817;1.916.745.817
Secretaría Educación;110004216 ;040299 ; sserv. educativo-provisión pa;5.894.896.898;0
Secretaría Educación;110004216 ;080142 ; APORTES PATRONALES DOCENTES D;57.224.012.010;46.669.128.439
Secretaría Educación;110004216 ;080154 ; PAGO DE PERSONAL DOCENTE SGP ;382.570.882.437;300.010.165.418
Secretaría Educación;110004216 ;080166 ; PAGO PERSONAL ADMINISTRATIVO ;17.993.264.986;12.769.378.287
Secretaría Educación;110004216 ;080167 ; PAGO PERSONAL DOCENTE SGP Y M;37.467.022.049;27.657.701.551
Secretaría Educación;110004216 ;080537 ; APOYO ADMINISTRATIVO A INST E;28.686.032.935;25.734.081.964
Secretaría Educación;110004216 ;080357 ; FORTALECI INSTIT DESCENTRALIZ;4.005.666.423;4.005.666.423
Secretaría Educación;110004216 ;080531 ; CONTRATACION  PRESTACION SERV;33.128.409.565;26.353.061.817
Secretaría Educación;110004216 ;080039 ; Articu Edu media con formació;700.000.000;411.833.292
Secretaría Educación;110004216 ;080442 ; SERV EDUC JOVENES EXTRAED, AD;18.005.790.760;17.972.604.328
Secretaría Educación;110004216 ;080300 ; ATENCION POBLAC NEE, DISCAPAC;2.751.534.188;2.751.534.188
Secretaría Educación;110004802 ;020195 ; DOTACIÓN Y ADECUACIÓN DE LA E;15.008;0
Secretaría Educación;110005908 ;080011 ; Construc repos y termin de nu;9;9
Secretaría Educación;110005911 ;130702 ; JVE-C50 Ampliac y Adec Centro;3.770.483;0
Secretaría Educación;110005911 ;080098 ; DOTACION DE MOBILIARIO ESCOLA;856;0
Secretaría Educación;110005913 ;130702 ; JVE-C50 Ampliac y Adec Centro;833.386;0
Secretaría Educación;110005914 ;130702 ; JVE-C50 Ampliac y Adec Centro;66.919.411;0
Secretaría Educación;110005914 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;88;88
Secretaría Educación;110005914 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;83.167.739;83.167.739
Secretaría Educación;110005915 ;080011 ; Construc repos y termin de nu;188.354.049;188.354.049
Secretaría Educación;110005915 ;130702 ; JVE-C50 Ampliac y Adec Centro;196.356.331;0
Secretaría Educación;110005915 ;080554 ; DOTAC MEJORES AMBIENTES DE AP;6.887;0
Secretaría Educación;110005915 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;923.088.536;466.626.038
Secretaría Educación;110005916 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;2.128.596.259;0
Secretaría Educación;110006016 ;080441 ; MTTO, ADEC Y REFORMAS PLANTAS;1;1
Secretaría Educación;110007511 ;080029 ; Construcción jardines infanti;280.684;280.684
Secretaría Educación;110007512 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;7.787.471;7.787.471
Secretaría Educación;110007512 ;080029 ; Construcción jardines infanti;638.240;638.240
Secretaría Educación;110007513 ;080029 ; Construcción jardines infanti;1.704.698;1.704.698
Secretaría Educación;110007514 ;080029 ; Construcción jardines infanti;85.286.238;85.286.238
Secretaría Educación;110007515 ;080446 ; PAGO DE SERVICIOS PUBLICOS DE;6.586.120;6.586.120
